"数据开发工程师Python Development Analyst","渣打环球商业服务（广州）有限公司","本科","外资（非欧美）","2.5-4万/月","5-7年经验","英语熟练","10000人以上","金融/投资/证券 银行","五险一金-岗位晋升-在家办公-志愿者假期-10日以上年假-补充商业医保-年终绩效奖金-国际化团队-多元文化-具竞争力薪酬"
"Python开发工程师","广州华资软件技术有限公司","本科","民营公司","1.3-2.6万/月","3-4年经验",,"1000-5000人","计算机软件 计算机服务(系统、数据服务、维修)","五险一金-补充医疗保险-员工旅游-年终奖金-定期体检-节日礼金-14薪+"
"Python开发工程师（包住）","南京民贵电子科技有限公司","大专","民营公司","0.7-1万/月","1年经验",,"少于50人","计算机服务(系统、数据服务、维修)",
"Python开发工程师","南京土星信息科技有限公司","本科","民营公司","1.4-2.7万/月","3-4年经验",,"50-150人","互联网/电子商务","五险一金-餐饮补贴-弹性工作-年终奖金"
"Python开发工程师","苏州汇智成网络科技有限公司","大专","民营公司","1.5-2万/月","3-4年经验",,"50-150人","互联网/电子商务 计算机软件","带薪年假-绩效奖金-节日福利-专业培训-五险一金"
"Python工程师","广州越数云科技有限公司","大专","民营公司","5-8千/月","1年经验",,"计算机软件",,"五险一金-员工旅游-绩效奖金-定期体检-年终奖金"
"Python开发助理","深圳市富成喜科技有限公司","大专","民营公司","5-9千/月","无需经验",,"计算机软件",,"五险一金-员工旅游-餐饮补贴-绩效奖金-年终奖金-弹性工作-住宿提供"
"Python开发工程师","上海敏拾智能科技有限公司","本科","民营公司","15-30万/年","3-4年经验",,"少于50人","通信/电信/网络设备","五险一金-员工旅游-定期体检-专业培训-股票期权-年终奖金-绩效奖金"
"Python开发工程师","四川创优生涯人才服务有限公司","本科","民营公司","1.5-2万/月","3-4年经验",,"专业服务(咨询、人力资源、财会)",,"周末双休-绩效奖金-节日福利-专业培训-带薪年假-五险一金-年终奖金-早九晚六-交通补贴-餐饮补贴"
"Python （树莓派 ）软件开发工程师","东莞市拓能电子科技有限公司","本科","民营公司","1-1.5万/月","1年经验",,"50-150人","电子技术/半导体/集成电路","五险一金-年终奖金-周末双休-加班补贴-定期体检"
"python开发助理/实习","深圳市滕燊科技有限公司","本科","民营公司","5.5-8千/月","1年经验",,"150-500人","计算机软件","五险一金-员工旅游-定期体检-绩效奖金-交通补贴-通讯补贴"
"Python/Django Web开发工程师","上海禾楷电气科技有限公司","本科","民营公司","1.2-2.3万/月","3-4年经验",,"少于50人","仪器仪表/工业自动化 电子技术/半导体/集成电路","五险一金-定期体检-员工旅游-交通补贴-专业培训-股票期权"
"Python软件开发工程师","杭州永谐科技有限公司","本科","民营公司","2.5-3.5万/月","2年经验",,"500-1000人","电子技术/半导体/集成电路 通信/电信/网络设备","节日福利-旅游福利-五险一金-带薪年假-定期体检-绩效奖金-通讯补贴-餐饮补贴-周末双休"
"python开发工程师","南京芸皓智能建筑科技有限公司","本科","民营公司","1.5-2万/月","3-4年经验",,"50-150人","建筑/建材/工程 计算机硬件",
"Python爬虫工程师","武汉乐薇电子商务有限公司","本科","民营公司","0.8-1.5万/月","3-4年经验",,"50-150人","互联网/电子商务","弹性工作-五险一金-绩效奖金-节日福利-专业培训"
"python工程师","昆山联滔电子有限公司","本科","上市公司","1-1.5万/月","2年经验",,"10000人以上","电子技术/半导体/集成电路","五险一金-年终奖金-餐饮补贴-补充公积金-补充医疗保险-免费班车-员工旅游"
"python开发助理","猫堆网络技术（深圳）有限公司","本科","民营公司","6-8千/月","1年经验",,"150-500人","计算机软件 电子技术/半导体/集成电路","五险一金-交通补贴-餐饮补贴-绩效奖金-员工旅游-定期体检-弹性工作"
"Python开发工程师","纳峰真空镀膜（上海）有限公司","大专","外资（非欧美）","0.9-1.4万/月","2年经验",,"1000-5000人","电子技术/半导体/集成电路 机械/设备/重工","五险一金-包住宿-节日福利-免费工作餐-住房补贴-每年固定调薪-工龄工资"
"Python工程师","深圳市恩加传媒科技有限公司","本科","民营公司","2-3.5万/月","3-4年经验",,"少于50人","互联网/电子商务 计算机软件","五险一金-弹性工作-股票期权-交通补贴-餐饮补贴"
"Python开发工程师 10-18K","四川创优生涯人才服务有限公司","本科","民营公司","1.5-2万/月","3-4年经验",,"专业服务(咨询、人力资源、财会)",,"带薪年假-专业培训-节日福利-餐饮补贴-包住宿-交通补贴-五险一金"
"Python Full Stack Senior Developer","普华永道信息技术（上海）有限公司","本科","外资（欧美）","20-35万/年","3-4年经验",,"500-1000人","计算机软件 计算机服务(系统、数据服务、维修)",
"python后台开发","浙江兰树化妆品有限公司杭州分公司","本科","民营公司","1.2-2.5万/月","3-4年经验",,"150-500人","快速消费品(食品、饮料、化妆品)",
"Python开发工程师","嫚熙控股（广州）有限公司","大专","民营公司","1-2万/月","3-4年经验",,"1000-5000人","互联网/电子商务 服装/纺织/皮革","员工旅游-专业培训-绩效奖金-带薪假期-交通补贴-餐饮补贴-弹性工作"
"Python开发工程师","慧灵科技（深圳）有限公司","大专","合资","1.6-2.2万/月","3-4年经验",,"150-500人","仪器仪表/工业自动化","绩效奖金-五险一金-员工旅游-出国机会-年终奖金"
"Python开发工程师","广州市联柔机械设备有限公司","本科","民营公司","1.2-2.4万/月","5-7年经验",,"150-500人","机械/设备/重工","五险一金-员工旅游-绩效奖金-年终奖金-加班补贴-高温补贴-带薪年假-节日福利-包吃-住房补贴"
"Python开发工程师","青岛腾创信息技术有限公司","大专","民营公司","0.8-1万/月","无需经验",,"电子技术/半导体/集成电路",,
"Python上位机研发工程师","常州高凯电子有限公司","本科","民营公司","1-1.5万/月","2年经验",,"电子技术/半导体/集成电路",,"五险一金-专业培训-绩效奖金-年终奖金-员工旅游-股票期权"
"Python","春利（锦州）农业发展科技有限公司","大专","民营公司","1-2万/月","1年经验",,"农/林/牧/渔",,
"Python开发工程师（可实习）","大连方弘科技有限公司","中技/中专","民营公司","4.5-6千/月","无需经验",,"50-150人","计算机软件",
"python 工程师","合肥丰实网络科技有限公司","3-4年经验","创业公司","0.8-1.5万/月",,,"150-500人","互联网/电子商务 网络游戏","年终奖金-绩效奖金-专业培训-包吃住-行政班-弹性工作"
"Python开发工程师","东莞群福塑胶制品有限公司","大专","合资","1.5-2.2万/月","2年经验",,"500-1000人","原材料和加工","包住宿-节日福利-员工旅游-年终奖金-生日礼物-带薪年假-买社保"
"python开发工程师（安全）","完美世界（北京）总部/完美时空","本科","外资（欧美）","2.5-3万/月","5-7年经验",,"影视/媒体/艺术/文化传播",,
"python后端开发工程师","新华三技术有限公司","本科","合资","1.5-2万/月","无需经验",,"10000人以上","通信/电信/网络设备",
"Python开发工程师（上市企业/双休）","深圳市网新新思软件有限公司","大专","上市公司","1.1-1.5万/月","2年经验",,"1000-5000人","计算机服务(系统、数据服务、维修)","五险一金-补充医疗保险-年终奖金-定期体检-员工旅游"
"Python高级开发工程师","广州绿字阳信息技术有限公司","本科","民营公司","1-1.3万/月","2年经验",,"少于50人","计算机软件 通信/电信/网络设备","员工旅游-专业培训-年终奖金-绩效奖金-五险一金-弹性工作"
"Python开发工程师","湖南亭台阁建筑信息技术有限公司","本科","民营公司","0.8-1.2万/月","2年经验",,"150-500人","专业服务(咨询、人力资源、财会)","入职五险-弹性工作-员工旅游-年终奖金-绩效奖金-双休"
"Python开发工程师","深圳市德明利技术股份有限公司","本科","民营公司","1.2-2万/月","2年经验",,"150-500人","电子技术/半导体/集成电路","五险一金-员工旅游-绩效奖金-专业培训-定期体检-年终奖金"
"Python开发工程师","合肥凯捷技术有限公司","大专","外资（欧美）","1.5-2万/月","3-4年经验",,"1000-5000人","计算机软件","五险一金-餐饮补贴-年终奖金-出差补贴"
"Python开发工程师（双休，可接受民本）","深圳艾融科技有限公司","大专","民营公司","1.4-1.7万/月","3-4年经验",,"150-500人","计算机软件 计算机服务(系统、数据服务、维修)","五险一金-员工旅游-弹性工作-定期体检"
"Python开发工程师","深圳市法本信息技术股份有限公司","大专","上市公司","1.4-2万/月","5-7年经验",,"10000人以上","计算机软件","五险一金-餐饮补贴-员工旅游-专业培训-补充医疗保险-定期体检-绩效奖金"
"中级Python开发工程师（郑州）","上海汇尼信息科技有限公司","本科","民营公司","0.7-1.3万/月","3-4年经验",,"50-150人","计算机软件 计算机服务(系统、数据服务、维修)","五险一金-免费班车-专业培训-弹性工作-绩效奖金-年终奖金-定期体检-大牛带队-领导nice"
"Python数据工程师","深圳市正信软件有限公司","大专","民营公司","1-2万/月","3-4年经验",,"计算机软件",,"五险一金-员工旅游-年终奖金-弹性工作"
"Python工程师（江苏国钥云）","江苏康缘集团有限责任公司","大专","民营公司","1.2-1.8万/月","2年经验",,"5000-10000人","制药/生物工程 多元化业务集团公司","五险一金-绩效奖金-定期体检-餐饮补贴-节日福利"
"Python爬虫工程师","消费者报道杂志社有限公司","本科","民营公司","1-1.2万/月","3-4年经验",,"50-150人","计算机软件 计算机服务(系统、数据服务、维修)","五险一金-定期体检-加班调休-双休"
"软件开发（Python）","微铁克（中国）投资有限公司","本科","外资（非欧美）","1.5-2.5万/月","5-7年经验",,"150-500人","电子技术/半导体/集成电路 金融/投资/证券",
"Python全栈工程师","北京圆融尚华数字科技有限公司","本科","民营公司","1-1.5万/月","2年经验",,"计算机软件",,"五险一金"
"Python开发（美的集团）","上海易立德信息技术股份有限公司","本科","民营公司","1.2-1.5万/月","3-4年经验",,"1000-5000人","计算机软件","五险一金-定期体检"
"Python工程师（自动化开发方向）","云帐房网络科技有限公司","本科","合资","1.6-2.6万/月","3-4年经验",,"1000-5000人","计算机软件","五险一金-补充医疗保险-绩效奖金-弹性工作-定期体检"
"Python开发工程师","成都熙恩网络科技有限公司","本科","民营公司","1.2-1.8万/月","2年经验",,"150-500人","互联网/电子商务 计算机软件","五险一金-绩效奖金-年终奖金"
"Python开发工程师","上海弈倍私募基金管理有限公司","本科","民营公司","1.2-2万/月","1年经验",,"少于50人","金融/投资/证券","五险一金-周末双休"
"Python ROS移动机器人开发工程师","上海飒智智能科技有限公司","本科","民营公司","1-1.9万/月","2年经验",,"50-150人","仪器仪表/工业自动化 电子技术/半导体/集成电路",
"python开发工程师","上海并擎软件科技有限公司","大专","民营公司","1.2-2万/月","2年经验",,"50-150人","计算机软件 计算机服务(系统、数据服务、维修)","五险一金-绩效奖金-专业培训-年终奖金-定期体检-做五休二-周末双休-带薪年假"
"python后端开发工程师","成都同辉数联信息技术有限公司","本科","民营公司","0.7-1.4万/月","1年经验",,"50-150人","计算机服务(系统、数据服务、维修) 计算机软件","五险一金-专业培训-餐饮补贴-绩效奖金-年终奖金"
"Python开发工程师","伦伟实业","大专","民营公司","1.5-1.8万/月","1年经验",,"150-500人","计算机软件 互联网/电子商务","五险一金-交通补贴-年终奖金-带薪年假-绩效奖金-节日福利"
"Python算法工程师（金融方向）","上海琻瑢信息科技有限公司","本科","民营公司","1-1.8万/月","1年经验",,"少于50人","计算机服务(系统、数据服务、维修) 金融/投资/证券","五险一金-弹性工作-定期体检-专业培训-员工旅游-绩效奖金-年终奖金"
"Python开发工程师","武汉中纪生物科技有限公司","本科","民营公司","0.8-1.2万/月","3-4年经验",,"50-150人","医疗设备/器械 计算机软件","员工旅游-专业培训-出国机会-绩效奖金-年终奖金-周末双休"
"Python开发高级工程师","广东众图科技有限公司","大专","民营公司","0.8-2万/月","2年经验",,"150-500人","互联网/电子商务 建筑/建材/工程","五险一金-周末双休-带薪年假-专业培训-绩效奖金-团队聚餐-员工旅游"
"Python工程师","深圳市菁优智慧教育股份有限公司","本科","上市公司","1-1.5万/月","1年经验",,"150-500人","互联网/电子商务 教育/培训/院校","带薪年假-五险一金-节日福利-餐饮补贴-周末双休"
"Python开发工程师（接受应届生）","合肥市合趣网络科技有限公司","大专","民营公司","1-1.4万/月","无需经验",,"500-1000人","互联网/电子商务 贸易/进出口","绩效奖金-双休-弹性工作"
"Python开发工程师","申朴信息技术（上海）股份有限公司","本科","上市公司","1.4-1.9万/月","3-4年经验",,"500-1000人","计算机软件 互联网/电子商务","五险一金-年终奖金-周末双休"
"Python开发工程师","杭州瑞网广通信息技术有限公司","本科","民营公司","1-2万/月","1年经验",,"50-150人","计算机软件 通信/电信运营、增值服务",
"Python开发工程师","武汉数字建造产业技术研究院有限公司","大专","国企","0.8-1.3万/月","1年经验",,"50-150人","学术/科研 多元化业务集团公司","带薪年假-五险一金-定期体检-商业保险-年终奖金-绩效奖金"
"Python工程师","重庆谦雅科技有限公司","本科","民营公司","0.6-1万/月","1年经验",,"50-150人","计算机软件","五险一金-员工旅游-餐饮补贴-年终奖金-绩效奖金-专业培训"
"Python开发工程师","上海日旻能源科技发展有限公司","本科","合资","1-1.3万/月","1年经验",,"150-500人","物业管理/商业中心","周末双休-五险一金-免费班车"
"Python开发工程师","上海联影智能医疗科技有限公司","本科","民营公司","2-4万/月","5-7年经验",,"1000-5000人","计算机软件",
"Python工程师","蜂投网络技术（深圳）有限公司","大专","民营公司","1.8-2.5万/月","3-4年经验",,"少于50人","金融/投资/证券 计算机软件","扁平化管理-周末双休"
"Python 开发工程师","广州市西美信息科技有限公司","本科","民营公司","0.7-1万/月","1年经验",,"50-150人","互联网/电子商务 专业服务(咨询、人力资源、财会)","五险一金-绩效奖金-专业培训-弹性工作-员工旅游-周末双休-餐饮补贴"
"Python实习生/提供住宿","深圳市铭凯达网络科技有限公司","大专","民营公司","0.8-1万/月","1年经验",,"50-150人","计算机服务(系统、数据服务、维修)","五险一金-年终奖金-员工旅游-定期体检-周末双休-朝九晚六-节日福利"
"Python开发工程师（周末双休）","福建省慈丹健康管理有限公司","大专","民营公司","0.8-1.5万/月","2年经验",,"50-150人","生活服务 医疗/护理/卫生","带薪年假-绩效奖金-节日福利-员工旅游-定期体检-五险"
"Python初级开发工程师","名趣商务咨询（上海）有限公司","本科","外资（欧美）","0.9-1万/月","1年经验",,"50-150人","互联网/电子商务 计算机软件","做五休二-周末双休-带薪年假-五险一金-交通补贴-餐饮补贴-补充医疗保险-定期体检"
"Python开发工程师","上海瑞和财务管理有限公司","本科","民营公司","1.5-2万/月","2年经验",,"50-150人","专业服务(咨询、人力资源、财会) 外包服务","做五休二-带薪年假-五险一金-绩效奖金-节日福利-餐饮补贴-高温补贴-交通补贴-通讯补贴-定期体检"
"Python开发工程师","福睿医疗科技（东莞）有限公司","本科","民营公司","0.6-1万/月","2年经验",,"少于50人","贸易/进出口 医疗设备/器械","五险一金-补充医疗保险-员工旅游-交通补贴-餐饮补贴-通讯补贴-绩效奖金-年终奖金-定期体检-上下班不打卡"
"Python高级开发工程师","有因信息科技（上海）有限公司","本科","民营公司","1.5-3万/月","5-7年经验",,"少于50人","计算机软件","五险一金-免费班车-员工旅游-股票期权-年终奖金-绩效奖金-弹性工作-餐饮补贴"
"Python后台开发工程师","深圳市驱动人生科技股份有限公司","本科","民营公司","1.3-2.2万/月","3-4年经验",,"50-150人","计算机软件 计算机服务(系统、数据服务、维修)","五险一金-员工旅游-绩效奖金-年终奖金-股票期权-定期体检"
"Python课程研发/编程课程设计","广州英荔教育科技有限公司","本科","民营公司","0.7-1.4万/月","1年经验","普通话精通&英语良好","50-150人","教育/培训/院校 计算机软件","餐饮补贴-年终奖金-绩效奖金-专业培训-定期体检-股票期权-五险一金-弹性工作"
"Python开发工程师","广州掌动智能科技有限公司","大专","民营公司","0.9-1.4万/月","3-4年经验",,"50-150人","互联网/电子商务 计算机软件",
"Python Engineer","北京科诺思通咨询有限公司","本科","外资（欧美）","2-2.5万/月","3-4年经验",,"150-500人","专业服务(咨询、人力资源、财会) 外包服务","五险一金-员工旅游-专业培训-补充医疗保险-定期体检"
"Python后端开发工程师","上海英方软件股份有限公司","本科","民营公司","1.2-2万/月","2年经验",,"150-500人","计算机软件","五险一金-通讯补贴-定期体检-专业培训-补充医疗保险-绩效奖金-年终奖金-股票期权-弹性工作-交通补贴"
"Python开发工程师","深圳市致琅科技有限公司","大专","民营公司","0.8-1.2万/月","2年经验",,"50-150人","计算机软件 计算机服务(系统、数据服务、维修)","五险一金-专业培训-绩效奖金-弹性工作-周末双休"
"Python开发工程师","深圳兆日科技股份有限公司","本科","上市公司","1.1-2万/月","2年经验",,"150-500人","计算机软件 互联网/电子商务","五险一金-补充医疗保险-员工旅游-餐饮补贴-年终奖金-定期体检"
"Python开发工程师","苏州奖多多科技有限公司","大专","上市公司","1.5-2.2万/月","3-4年经验",,"500-1000人","互联网/电子商务","五险一金-补充医疗保险-餐饮补贴-专业培训-年终奖金-15天带薪年假-节日福利-定期体检-绩效奖金-员工旅游"
"Python开发助理","深圳市一苣技术有限公司","大专","民营公司","6-8千/月","1年经验",,"少于50人","计算机软件","五险一金-补充医疗保险-员工旅游-交通补贴-绩效奖金-年终奖金-弹性工作-定期体检-周末双休"
"Python后端开发工程师","浙江云诺通信科技有限公司","大专","民营公司","1.3-2万/月","2年经验",,"50-150人","通信/电信/网络设备 计算机服务(系统、数据服务、维修)","生日福利-节日福利-商业保险-七险一金-周末双休-定期体检"
"Python高级软件开发工程师","发业集团","本科","民营公司","1-1.5万/月","3-4年经验",,"150-500人","专业服务(咨询、人力资源、财会) 会计/审计","带薪年假-节日福利-专业培训-五险"
"Python开发工程师","武汉邻盛智能设备有限公司","大专","民营公司","1-1.8万/月","3-4年经验",,"50-150人","计算机软件","年终奖金-绩效奖金-员工旅游-包两餐-专业培训-老板nice-五险一金-项目奖金-股票期权-周末双休"
"高级开发工程师（Git,Python, Bash, or Lua）.","大连阿尔泰克信息技术有限公司","本科","外资（欧美）","2-3万/月","3-4年经验",,"500-1000人","计算机软件","五险一金-试用期全额-外企-节假日福利-全额公积金-商业保险"
"Python开发工程师","珠海市横琴博贤智能科技有限公司","大专","外资（非欧美）","0.8-1.5万/月","1年经验",,"50-150人","计算机服务(系统、数据服务、维修)","做五休二-绩效奖金-节日福利-专业培训"
"Python数据开发工程师(L5993)","西安微聚信息技术有限公司","本科","民营公司","1.2-2万/月","3-4年经验",,"500-1000人","互联网/电子商务 广告","五险一金-弹性工作-双休"
"Python开发工程师（RPA）","广州合道信息科技有限公司","本科","民营公司","0.8-1.2万/月","2年经验",,"150-500人","计算机软件","周末双休-五险一金-交通补贴-餐饮补贴-通讯补贴-绩效奖金-定期体检-专业培训-年终奖金"
"Python全栈开发工程师","四川友信立智能科技有限公司","本科","民营公司","8-15万/年","3-4年经验","英语良好&普通话良好","少于50人","计算机软件 计算机服务(系统、数据服务、维修)","交通补贴-通讯补贴-社保-股票期权-绩效奖金-专业培训-餐饮补贴-年终奖金"
"Python开发工程师","苏州市精创测控技术有限公司","大专","民营公司","1.8-2.5万/月","2年经验",,"150-500人","电子技术/半导体/集成电路 仪器仪表/工业自动化","五险一金-绩效奖金-年终奖金-员工旅游-专业培训-定期体检-餐饮补贴-交通补贴-通讯补贴-补充医疗保险"
"Python开发工程师","上海虹迪物流科技有限公司","大专","合资","1.4-1.6万/月","无需经验",,"500-1000人","交通/运输/物流","五险一金-绩效奖金-高温补贴-带薪年假-加班补贴"
"python软件工程师","宁波中聘信息科技股份有限公司","本科","民营公司","15-22万/年","3-4年经验",,"1000-5000人","专业服务(咨询、人力资源、财会)","五险一金-高温补贴-餐饮补贴"
"Python高级开发工程师","北京和牧兴邦网络技术有限公司","大专","民营公司","1-1.5万/月","3-4年经验","英语良好","少于50人","互联网/电子商务 计算机软件","五险一金-员工旅游-专业培训-年终奖金-弹性工作"
"Python 开发工程师-数据汇聚、爬虫方向","上海咕么信息科技有限公司","本科","民营公司","1.5-2万/月","3-4年经验",,"50-150人","网络游戏","周末双休-全勤奖-节日福利-五险一金-定期团建-定期体检"
"Java/python（平台工程师）","深圳市讯方技术股份有限公司","本科","民营公司","1.4-2.1万/月","5-7年经验",,"1000-5000人","通信/电信/网络设备 计算机软件","五险一金-绩效奖金-周末双休-带薪年假-节假福利-每年多次调薪"
"Python开发工程师","苏州恒琪信息科技有限公司","大专","民营公司","1.1-1.9万/月","3-4年经验",,"50-150人","计算机软件","五险一金-补充医疗保险-员工旅游-年终奖金-定期体检-弹性工作-带薪年假-带薪病假-领导nice-免费零食"
"Python开发工程师","深圳市锐科信息技术有限公司","大专","民营公司","1-1.5万/月","2年经验",,"500-1000人","计算机服务(系统、数据服务、维修) 通信/电信/网络设备","五险一金-补充医疗保险-员工旅游-交通补贴-餐饮补贴-专业培训-年终奖金-弹性工作-周末双休"
"高级Python开发工程师","江苏大周基业智能科技有限公司","本科","民营公司","1.2-1.8万/月","3-4年经验",,"少于50人","计算机软件","五险一金-节日福利-周末双休"
"Python全栈开发工程师（信息化）","国防科技大学电子科学学院","本科","事业单位","0.6-1.2万/月","2年经验",,"150-500人","电子技术/半导体/集成电路 计算机软件","周末双休-带薪年假-五险一金-餐饮补贴-住房补贴-高温补贴"
"Python开发工程师","优耐特（上海）动力技术有限公司","大专","外资（欧美）","0.9-1.5万/月","3-4年经验",,"50-150人","贸易/进出口 批发/零售","年终奖金-五险一金-餐饮补贴-定期体检-免费班车-员工旅游-专业培训-绩效奖金-周末双休-带薪年假"
"Python开发工程师","慧博云通科技股份有限公司","本科","民营公司","1.6-1.7万/月","3-4年经验","英语精通","1000-5000人","计算机软件","五险一金-补充医疗保险"
"Python开发工程师","江苏天诺基业生态科技有限公司","本科","民营公司","1-1.5万/月","2年经验",,"50-150人","机械/设备/重工 电子技术/半导体/集成电路",
"C# Python 开发工程师","上海纳恩汽车技术股份有限公司","本科","民营公司","1-1.5万/月","2年经验",,"150-500人","汽车 汽车零配件","五险一金-免费班车-员工旅游-交通补贴-餐饮补贴-年终奖金-股票期权-定期体检"
"数据工程师（Python）","希捷国际科技（无锡）有限公司","本科","外资（欧美）","0.8-1.1万/月","3-4年经验",,"5000-10000人","计算机硬件 电子技术/半导体/集成电路","五险一金-补充医疗保险-免费班车-专业培训-出国机会-定期体检"
"初级Python开发工程师","武汉海微科技有限公司","本科","民营公司","5-7千/月","1年经验",,"150-500人","汽车 电子技术/半导体/集成电路","五险一金-员工旅游-专业培训-定期体检-绩效奖金-年终奖金-股票期权-弹性工作"
"Python开发工程师","广东中科实数科技有限公司","本科","民营公司","1-1.5万/月","2年经验",,"50-150人","计算机服务(系统、数据服务、维修)","年终奖金-绩效奖金-免费班车-五险一金-定期体检"
"Python开发工程师","上海弘连网络科技有限公司","本科","民营公司","1-2万/月","3-4年经验",,"150-500人","计算机软件 计算机服务(系统、数据服务、维修)","五险一金-弹性工作-年终奖金-定期体检-专业培训-餐饮补贴"
"Python开发工程师","上海艾为电子技术股份有限公司","本科","上市公司","30-50万/年","5-7年经验",,"500-1000人","电子技术/半导体/集成电路","五险一金-餐饮补贴-通讯补贴-专业培训-年终奖金-定期体检-补充医疗保险-交通补贴-长期激励"
"Python开发工程师","北京万集科技股份有限公司","本科","民营公司","1-2万/月","3-4年经验",,"1000-5000人","电子技术/半导体/集成电路 计算机硬件",
"Java/python开发工程师","深圳爱生生命科技有限公司","本科","民营公司","6-8千/月","无需经验",,"50-150人","快速消费品(食品、饮料、化妆品) 医疗设备/器械","五险一金-专业培训-绩效奖金-年终奖金"
"爬虫python开发工程师","点晶网络（浙江）有限公司","大专","民营公司","1-1.5万/月","2年经验",,"150-500人","互联网/电子商务 专业服务(咨询、人力资源、财会)","五险一金-餐饮补贴-交通补贴-通讯补贴-高温补贴-带薪年假-过节费-年终奖金-定期体检-工会福利"
"Python后台开发工程师","深圳睿心智能医疗科技有限公司","本科","民营公司","1.5-2.5万/月","1年经验",,"150-500人","计算机软件 医疗设备/器械","五险一金-专业培训-绩效奖金-年终奖金-弹性工作-巨大发展空间-先进技术培训"
"Python开发工程师","四川神琥科技有限公司","大专","民营公司","0.8-1.5万/月","2年经验",,"50-150人","计算机软件 互联网/电子商务","五险一金-年终奖金-周末双休-绩效奖金-弹性工作"
"Python开发工程师","深圳市联畅信息技术有限公司","本科","民营公司","1-1.7万/月","2年经验",,"50-150人","计算机服务(系统、数据服务、维修)","五险一金-员工旅游-年终奖金-周末双休-岗位晋升-节日福利-带薪年假"
"Python高级开发工程师","深圳市奥肯特科技有限公司","本科","民营公司","1.5-2.5万/月","2年经验",,"50-150人","互联网/电子商务 计算机服务(系统、数据服务、维修)","五险一金-绩效奖金-股票期权-员工旅游-年终奖金-弹性工作"
"Python开发工程师","杭州能工科技有限公司","大专","民营公司","1-1.5万/月","2年经验",,"50-150人","计算机服务(系统、数据服务、维修) 建筑/建材/工程","五险一金-员工旅游-交通补贴-餐饮补贴-通讯补贴-年终奖金"
"Python助理工程师/大数据方向","广州市和鑫科技有限公司","本科","民营公司","6-8千/月","无需经验",,"50-150人","通信/电信/网络设备 计算机软件","五险一金-员工旅游-定期体检-年终奖金-绩效奖金-补充公积金-周末双休"
"游戏客户端开发工程师-python/lua","深圳市德科信息技术有限公司","本科","合资","0.8-1.3万/月","1年经验",,"1000-5000人","计算机服务(系统、数据服务、维修) 计算机软件","年终奖金-节日福利-绩效奖金-餐饮补贴-六险一金-补充医疗保险"
"Python开发工程师","浙江巨能环境工程有限公司","本科","民营公司","0.8-1.5万/月","2年经验",,"50-150人","环保","五险一金-专业培训-年终奖金-定期体检-餐饮补贴-周末双休-带薪年假-节日福利-绩效奖金"
"Python高级开发工程师","武汉星合创产业园有限公司","本科","合资","1-1.5万/月","3-4年经验",,"50-150人","专业服务(咨询、人力资源、财会) 物业管理/商业中心","五险一金-交通补贴-通讯补贴-年终奖金-绩效奖金-专业培训-带薪年假-节日福利"
"Python开发工程师","云达信息技术有限公司","大专","民营公司","0.8-1.5万/月","1年经验",,"少于50人","计算机软件 计算机硬件","五险一金-餐饮补贴-通讯补贴-专业培训-绩效奖金-员工旅游-定期体检-年终奖金-周末双休"
"Python开发工程师","广州市乐无边教育科技有限公司","本科","民营公司","1-1.5万/月","1年经验",,"50-150人","计算机软件 教育/培训/院校","员工旅游-定期体检-周末双休-下午茶-六险一金-项目奖金-专业培训-绩效奖金"
"高级软件工程师(Python)","傲讯全通科技（深圳）有限公司","本科","外资（非欧美）","1.2-2万/月","5-7年经验","英语良好","50-150人","计算机软件 计算机服务(系统、数据服务、维修)","五险一金-绩效奖金-员工旅游"
"Python开发工程师","金弗康生物科技（上海）股份有限公司","本科","民营公司","1-1.5万/月","1年经验",,"少于50人","制药/生物工程","五险一金-绩效奖金-餐饮补贴-带薪年假-加班补助-节日福利"
"Python开发工程师","北京联龙博通电子商务技术有限公司","本科","民营公司","1.5-2万/月","2年经验",,"1000-5000人","互联网/电子商务 银行","餐饮补贴-周末双休-五险一金-年终奖金-定期体检"
"Python高级开发工程师","上海全晓信息技术有限公司","本科","民营公司","1.9-2.2万/月","5-7年经验","英语良好","150-500人","计算机软件","五险一金-周末双休"
"Python后端开发工程师","上海数巧信息科技有限公司","本科","民营公司","1.2-1.8万/月","3-4年经验",,"50-150人","计算机软件 互联网/电子商务","定期体检-弹性工作-五险一金-绩效奖金-年终奖金-股票期权-专业培训"
"Python开发与数据分析师","狮王日用化工（青岛）有限公司上海分公司","大专","外资（非欧美）","1.5-2.4万/月","3-4年经验",,"150-500人","快速消费品(食品、饮料、化妆品)","五险一金-通讯补贴-绩效奖金-员工旅游-年终奖金-定期体检-弹性工作"
"Python开发工程师","广州市派客朴食信息科技有限责任公司","大专","民营公司","0.8-1.2万/月","1年经验",,"150-500人","互联网/电子商务","五险一金-年终奖金-绩效奖金"
"高级python开发工程师","深圳市血之缘医疗科技有限公司","本科","民营公司","1.8-3万/月","8-9年经验",,"150-500人","医疗设备/器械 互联网/电子商务","周末双休-五险一金-带薪年假-节日福利-年终奖金-地铁沿线-员工旅游-工作餐-项目奖金-每年调薪"
"Python开发工程师","上海赢崧企业管理咨询有限公司","大专","民营公司","1-1.5万/月","1年经验",,"少于50人","专业服务(咨询、人力资源、财会)",
